product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Concrete Block,Bricon,Brick,Piece,14,5000,70000,IDR,2021-06-11 14:00:12,Delivery,Jayapura,Branch,Ferry Malaka,Marshanda Maharani
Electrical Cable,Supreme,Electrical,Meter,29,5000,145000,IDR,2020-12-21 15:25:14,Pickup,Jakarta,Branch,Agung Wijaya,Fiona Gianna
PVC Pipe,Wavin,Plumbing,Meter,1,15000,15000,IDR,2021-02-20 17:50:17,Pickup,Jakarta,Branch,Hendra Tanuwijaya,Ahmad Adam
Wooden Beam,Unbranded,Wood,Piece,19,40000,760000,IDR,2021-11-11 15:27:39,Delivery,Jakarta,Branch,Tono Syaiban,Muhammad Fikru
Wall Paint,Dulux,Paint,Can,35,120000,4200000,IDR,2024-12-20 17:23:43,Pickup,Jakarta,Branch,Kayla Jayawardana,Muhammad Fikru
Formwork Board (Shuttering),Unbranded,Wood,Piece,18,30000,540000,IDR,2023-05-30 13:58:09,Pickup,Denpasar,Branch,Wawan Wijaya,Permata Qaila
Shower,American Standard,Sanitary,Set,14,200000,2800000,IDR,2021-11-12 14:56:00,Pickup,Tasikmalaya,Head Office,Tono Syaiban,Al Harits
Spirit Level,Krisbow,Tool,Piece,16,65000,1040000,IDR,2023-06-07 16:50:04,Delivery,Bandung,Branch,Hendra Syaiban,Harum Hafsa
Clay Roof Tile,Kanmuri,Roof Covering,Piece,48,2000,96000,IDR,2023-11-13 11:21:50,Delivery,Bandung,Branch,Agung Thalib,Hera Harsha
Water Faucet,Wasser,Sanitary,Piece,22,75000,1650000,IDR,2023-10-07 17:32:36,Delivery,Tasikmalaya,Head Office,Nina Ubaid,Ayu Putri Avicenna
Skim Coat (Wall Putty),Drymix,Mortar,Sack,39,55000,2145000,IDR,2022-07-07 15:01:03,Pickup,Jayapura,Branch,Wawan Thalib,Faiz Fadlurrahman
Electrical Cable,Supreme,Electrical,Meter,42,5000,210000,IDR,2023-01-21 10:40:02,Pickup,Tasikmalaya,Head Office,Maya Tanuwijaya,Naura Aliya Lestari
Sandpaper,Taiyo,Paint Accessory,Piece,3,5000,15000,IDR,2021-01-06 12:37:09,Pickup,Jayapura,Branch,Hendra Shihab,Latifa Laila
Door Frame (Wood),Unbranded,Door Frame,Piece,45,250000,11250000,IDR,2021-04-13 11:58:48,Pickup,Tasikmalaya,Head Office,Agung Wijaya,Ayu Putri Avicenna
Measuring Tape,Stanley,Tool,Piece,28,30000,840000,IDR,2023-12-11 13:45:34,Pickup,Jakarta,Branch,Tono Thalib,Fiona Gianna
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,24,64000,1536000,IDR,2022-12-28 14:35:46,Pickup,Jayapura,Branch,Wawan Ubaid,Marshanda Maharani
Tile Grout,Sika,Mortar,Sack,45,45000,2025000,IDR,2022-09-17 08:16:43,Delivery,Jayapura,Branch,Tono Jayawardana,Marshanda Maharani
Hoe,Camel,Tool,Piece,2,80000,160000,IDR,2022-09-03 16:05:56,Pickup,Jayapura,Branch,Wawan Wijaya,Latifa Laila
Concrete Block,Bricon,Brick,Piece,33,5000,165000,IDR,2020-12-29 08:31:38,Pickup,Jakarta,Branch,Hendra Ubaid,Ahmad Adam
Door Frame (Wood),Unbranded,Door Frame,Piece,12,250000,3000000,IDR,2024-03-15 13:19:10,Pickup,Jakarta,Branch,Melania Wijaya,Ahmad Adam
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,21,90000,1890000,IDR,2022-08-22 14:11:56,Delivery,Denpasar,Branch,Ayu Kusuma,Ibrahim Iman
Sandpaper,Taiyo,Paint Accessory,Piece,13,5000,65000,IDR,2023-06-16 10:44:28,Delivery,Jakarta,Branch,Maya Thalib,Erinna Elsa Elizha
Ceramic Tile,Roman,Tile,Box,17,75000,1275000,IDR,2020-01-21 11:43:55,Delivery,Denpasar,Branch,Tono Pahlevi,Permata Qaila
Plastering Float,Lippro,Tool,Piece,15,30000,450000,IDR,2020-05-13 08:01:47,Delivery,Denpasar,Branch,Azahra Thalib,Ilyas Jabar
Tile Grout,Sika,Mortar,Sack,21,45000,945000,IDR,2020-09-21 17:04:59,Delivery,Medan,Branch,Melania Syaiban,Kezia Karen
Pliers,Tekiro,Tool,Piece,40,35000,1400000,IDR,2021-11-22 10:46:16,Pickup,Tasikmalaya,Head Office,Saiful Malaka,Ayu Putri Avicenna
Wall Paint,Dulux,Paint,Can,23,120000,2760000,IDR,2021-03-09 15:07:21,Delivery,Bandung,Branch,Saiful Wijaya,Anwar Arif Akhtar
PVC Pipe,Wavin,Plumbing,Meter,6,15000,90000,IDR,2023-01-18 08:34:37,Pickup,Bandung,Branch,Saiful Pahlevi,Hera Harsha
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,24,45000,1080000,IDR,2020-07-18 08:58:16,Delivery,Tasikmalaya,Head Office,Erna Kusuma,Naura Aliya Lestari
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,8,90000,720000,IDR,2021-04-23 12:01:18,Delivery,Denpasar,Branch,Kayla Tanuwijaya,Ibrahim Iman
Door Frame (Wood),Unbranded,Door Frame,Piece,5,250000,1250000,IDR,2022-04-30 17:24:40,Pickup,Surabaya,Branch,Maya Syaiban,Burhan Bakhtiar
Wall Putty (Filler),Matex,Paint Accessory,Kg,40,20000,800000,IDR,2021-01-29 11:22:17,Delivery,Bandung,Branch,Ananda Ubaid,Harum Hafsa
PVC Pipe,Rucika,Plumbing,Meter,46,16000,736000,IDR,2021-08-03 14:19:26,Delivery,Jayapura,Branch,Melania Pahlevi,Latifa Laila
Wooden Beam,Unbranded,Wood,Piece,12,40000,480000,IDR,2024-12-14 08:27:52,Delivery,Surabaya,Branch,Hendra Kusuma,Zahra Jasmine
Asbestos Sheet,Djabesmen,Roof Covering,Meter,15,60000,900000,IDR,2020-05-02 16:50:53,Delivery,Jakarta,Branch,Saiful Shihab,Fiona Gianna
Holcim 40 kg,Holcim,Cement,Sack,24,56000,1344000,IDR,2021-03-22 15:10:15,Pickup,Surabaya,Branch,Maya Thalib,Isabell Inaya
Lamp Bulb,Philips,Electrical,Piece,6,15000,90000,IDR,2022-08-16 08:31:14,Pickup,Jakarta,Branch,Aleena Kusuma,Erinna Elsa Elizha
Door Lock,Solid,Lock,Set,23,100000,2300000,IDR,2022-03-29 08:25:59,Pickup,Jayapura,Branch,Ananda Syaiban,Latifa Laila
PVC Door,Maspion,Door,Piece,19,350000,6650000,IDR,2023-12-21 15:30:43,Pickup,Tasikmalaya,Head Office,Erna Thalib,Naura Aliya Lestari
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,12,76000,912000,IDR,2023-08-25 14:46:29,Pickup,Jakarta,Branch,Budi Wijaya,Fiona Gianna
Electrical Cable,Supreme,Electrical,Meter,5,5000,25000,IDR,2024-12-18 16:30:37,Delivery,Surabaya,Branch,Nina Shihab,Agus Cahyadi
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,6,90000,540000,IDR,2022-10-17 14:24:18,Pickup,Bandung,Branch,Agung Wijaya,Anwar Arif Akhtar
Gresik 50 kg,Gresik,Cement,Sack,40,70000,2800000,IDR,2023-01-11 14:25:23,Delivery,Surabaya,Branch,Syifa Thalib,Isabell Inaya
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,15,50000,750000,IDR,2020-10-21 09:09:29,Delivery,Medan,Branch,Ayu Malaka,Chairil Dhaifullah
Paint Roller,Ace Oldfields,Paint Accessory,Piece,19,25000,475000,IDR,2022-01-26 13:20:40,Pickup,Bandung,Branch,Asep Jayawardana,Hera Harsha
Water Faucet,Wasser,Sanitary,Piece,15,75000,1125000,IDR,2024-05-11 10:30:06,Delivery,Medan,Branch,Ananda Thalib,Kezia Karen
Conduit Pipe,Clipsal,Electrical,Meter,12,7000,84000,IDR,2023-07-05 12:50:15,Delivery,Medan,Branch,Agung Pahlevi,Kezia Karen
Clay Roof Tile,Kanmuri,Roof Covering,Piece,1,2000,2000,IDR,2023-10-09 16:40:34,Pickup,Bandung,Branch,Ferry Ubaid,Anwar Arif Akhtar
Shower,American Standard,Sanitary,Set,44,200000,8800000,IDR,2024-08-05 10:00:54,Delivery,Tasikmalaya,Head Office,Erna Thalib,Al Harits
Gypsum Board,Jayaboard,Ceiling,Sheet,25,60000,1500000,IDR,2022-09-13 11:15:09,Delivery,Denpasar,Branch,Wawan Jayawardana,Permata Qaila
Water Tank,Penguin,Plumbing,Piece,36,1500000,54000000,IDR,2020-11-07 10:43:59,Pickup,Bandung,Branch,Azahra Ubaid,Hera Harsha
Electrical Cable,Supreme,Electrical,Meter,33,5000,165000,IDR,2024-03-19 09:35:15,Pickup,Surabaya,Branch,Wawan Kusuma,Burhan Bakhtiar
Wash Basin (Sink),TOTO,Sanitary,Piece,41,600000,24600000,IDR,2024-12-30 09:57:48,Delivery,Jayapura,Branch,Kayla Shihab,Marshanda Maharani
Floor Drain,Onda,Sanitary,Piece,38,50000,1900000,IDR,2020-05-30 17:48:31,Delivery,Jakarta,Branch,Tono Jayawardana,Fiona Gianna
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,1,50000,50000,IDR,2020-11-26 09:25:05,Delivery,Jayapura,Branch,Aleena Malaka,Marshanda Maharani
Red Brick,Laksana,Brick,Piece,7,800,5600,IDR,2024-03-05 17:45:58,Pickup,Jakarta,Branch,Aleena Kusuma,Muhammad Fikru
Door Lock,Solid,Lock,Set,3,100000,300000,IDR,2021-12-27 14:13:44,Delivery,Jakarta,Branch,Maya Syaiban,Ahmad Adam
PVC Pipe,Rucika,Plumbing,Meter,20,16000,320000,IDR,2022-12-15 11:58:39,Pickup,Jakarta,Branch,Tono Ubaid,Erinna Elsa Elizha
Floor Drain,Onda,Sanitary,Piece,42,50000,2100000,IDR,2023-04-03 10:01:11,Pickup,Bandung,Branch,Tono Thalib,Hera Harsha
Shovel,Camel,Tool,Piece,19,75000,1425000,IDR,2022-08-30 16:41:26,Pickup,Medan,Branch,Asep Ubaid,Ehsan Aziz
Formwork Board (Shuttering),Unbranded,Wood,Piece,32,30000,960000,IDR,2024-01-11 12:49:34,Delivery,Denpasar,Branch,Maya Ubaid,Nina Octavia
Electrical Cable,Supreme,Electrical,Meter,39,5000,195000,IDR,2024-03-15 16:59:50,Delivery,Medan,Branch,Wawan Ubaid,Ehsan Aziz
Wall Putty (Filler),Matex,Paint Accessory,Kg,6,20000,120000,IDR,2021-09-01 16:00:22,Pickup,Tasikmalaya,Head Office,Hendra Wijaya,Atyla Azfa
Gypsum Board,Jayaboard,Ceiling,Sheet,36,60000,2160000,IDR,2021-09-21 13:09:55,Pickup,Jayapura,Branch,Azahra Thalib,Latifa Laila
Rebar 8mm,Master Steel,Steel,Meter,36,20000,720000,IDR,2023-06-16 10:22:19,Delivery,Medan,Branch,Wawan Pahlevi,Kayla Kiki Lena
Concrete Block,Bricon,Brick,Piece,36,5000,180000,IDR,2021-12-14 10:02:12,Delivery,Jayapura,Branch,Asep Tanuwijaya,Latifa Laila
Timber Roof Frame,Unbranded,Roof Frame,Meter,50,30000,1500000,IDR,2023-10-27 15:20:38,Delivery,Denpasar,Branch,Saiful Malaka,Permata Qaila
Hand Saw,Tekiro,Tool,Piece,41,60000,2460000,IDR,2020-09-19 13:07:49,Pickup,Jakarta,Branch,Ananda Thalib,Erinna Elsa Elizha
PVC Pipe,Wavin,Plumbing,Meter,50,15000,750000,IDR,2023-02-14 08:36:02,Pickup,Surabaya,Branch,Saiful Malaka,Agus Cahyadi
Formwork Board (Shuttering),Unbranded,Wood,Piece,31,30000,930000,IDR,2024-11-12 10:49:58,Delivery,Jakarta,Branch,Agung Syaiban,Erinna Elsa Elizha
Gresik 50 kg,Gresik,Cement,Sack,25,70000,1750000,IDR,2022-11-19 10:01:34,Pickup,Medan,Branch,Erna Pahlevi,Chairil Dhaifullah
Steel Door,WINA,Door,Piece,29,700000,20300000,IDR,2024-11-14 09:57:06,Pickup,Medan,Branch,Melania Malaka,Chairil Dhaifullah
Plastering Float,Lippro,Tool,Piece,43,30000,1290000,IDR,2024-10-04 12:35:52,Delivery,Bandung,Branch,Agus Ubaid,Harum Hafsa
Formwork Board (Shuttering),Unbranded,Wood,Piece,49,30000,1470000,IDR,2020-04-04 09:12:12,Delivery,Denpasar,Branch,Asep Malaka,Permata Qaila
Door Frame (Wood),Unbranded,Door Frame,Piece,12,250000,3000000,IDR,2021-12-02 12:42:42,Pickup,Bandung,Branch,Tono Malaka,Asep Aziz
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,7,350000,2450000,IDR,2020-09-25 13:04:17,Pickup,Jayapura,Branch,Erna Jayawardana,Latifa Laila
Door Frame (Wood),Unbranded,Door Frame,Piece,39,250000,9750000,IDR,2021-07-07 11:43:14,Pickup,Medan,Branch,Melania Jayawardana,Kayla Kiki Lena
Wall Putty (Filler),Matex,Paint Accessory,Kg,4,20000,80000,IDR,2021-11-12 12:42:12,Pickup,Bandung,Branch,Erna Thalib,Hera Harsha
Water Tank,Penguin,Plumbing,Piece,42,1500000,63000000,IDR,2023-03-24 09:37:11,Pickup,Medan,Branch,Budi Shihab,Ehsan Aziz
Rebar 6mm,Krakatau Steel,Steel,Meter,35,15000,525000,IDR,2020-10-20 17:27:22,Delivery,Bandung,Branch,Kayla Tanuwijaya,Anwar Arif Akhtar
Gresik 40 kg,Gresik,Cement,Sack,46,57000,2622000,IDR,2024-10-10 12:10:46,Pickup,Medan,Branch,Saiful Pahlevi,Ehsan Aziz
Rebar 8mm,Master Steel,Steel,Meter,24,20000,480000,IDR,2020-05-06 08:48:02,Delivery,Denpasar,Branch,Saiful Thalib,Ilyas Jabar
Floor Drain,Onda,Sanitary,Piece,1,50000,50000,IDR,2021-04-16 14:15:57,Pickup,Denpasar,Branch,Syifa Wijaya,Nina Octavia
Measuring Tape,Stanley,Tool,Piece,47,30000,1410000,IDR,2021-03-10 14:06:22,Delivery,Jakarta,Branch,Maya Ubaid,Ahmad Adam
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,25,15000,375000,IDR,2023-09-02 16:06:26,Pickup,Jayapura,Branch,Syifa Shihab,Fauzi Ghaffar
PVC Pipe,Rucika,Plumbing,Meter,23,16000,368000,IDR,2020-11-07 16:35:41,Pickup,Tasikmalaya,Head Office,Ferry Tanuwijaya,Ayu Putri Avicenna
Shovel,Camel,Tool,Piece,44,75000,3300000,IDR,2021-09-29 13:14:16,Pickup,Jayapura,Branch,Agung Syaiban,Faiz Fadlurrahman
Concrete Roof Tile,Monier,Roof Covering,Piece,21,3500,73500,IDR,2024-05-18 10:54:39,Pickup,Denpasar,Branch,Syifa Shihab,Permata Qaila
Plastering Float,Lippro,Tool,Piece,44,30000,1320000,IDR,2022-06-17 14:47:09,Delivery,Jakarta,Branch,Ferry Ubaid,Ahmad Adam
Masonry Sand,Unbranded,Sand,Cubic Meter,29,250000,7250000,IDR,2021-10-18 09:45:29,Pickup,Denpasar,Branch,Aleena Syaiban,Permata Qaila
Spirit Level,Krisbow,Tool,Piece,28,65000,1820000,IDR,2022-02-17 10:45:00,Pickup,Jakarta,Branch,Saiful Shihab,Muhammad Fikru
Hoe,Camel,Tool,Piece,22,80000,1760000,IDR,2023-03-22 14:11:45,Delivery,Medan,Branch,Azahra Kusuma,Chairil Dhaifullah
Red Brick,Laksana,Brick,Piece,6,800,4800,IDR,2023-02-01 16:57:38,Pickup,Tasikmalaya,Head Office,Ananda Pahlevi,Ayu Putri Avicenna
Holcim 50 kg,Holcim,Cement,Sack,48,68000,3264000,IDR,2020-05-08 11:04:18,Delivery,Medan,Branch,Agung Thalib,Kayla Kiki Lena
Holcim 40 kg,Holcim,Cement,Sack,19,56000,1064000,IDR,2023-07-10 09:25:32,Delivery,Denpasar,Branch,Maya Thalib,Permata Qaila
Door Frame (Wood),Unbranded,Door Frame,Piece,44,250000,11000000,IDR,2024-03-25 14:41:20,Delivery,Surabaya,Branch,Asep Thalib,Isabell Inaya
Concrete Sand,Unbranded,Sand,Cubic Meter,3,300000,900000,IDR,2021-07-20 16:24:24,Pickup,Jakarta,Branch,Syifa Kusuma,Muhammad Fikru
Concrete Sand,Unbranded,Sand,Cubic Meter,1,300000,300000,IDR,2021-10-22 14:14:46,Delivery,Surabaya,Branch,Budi Thalib,Zahra Jasmine
Hammer,Lippro,Tool,Piece,21,50000,1050000,IDR,2021-07-06 14:17:26,Pickup,Medan,Branch,Maya Tanuwijaya,Chairil Dhaifullah
Hand Saw,Tekiro,Tool,Piece,13,60000,780000,IDR,2022-09-02 15:47:33,Delivery,Denpasar,Branch,Nina Wijaya,Ilyas Jabar
Granite Tile,Indogress,Tile,Box,38,150000,5700000,IDR,2020-04-15 12:46:36,Pickup,Jayapura,Branch,Agung Syaiban,Marshanda Maharani
Gypsum Board,Jayaboard,Ceiling,Sheet,40,60000,2400000,IDR,2023-02-22 14:34:20,Delivery,Denpasar,Branch,Tono Malaka,Ibrahim Iman
Sandpaper,Taiyo,Paint Accessory,Piece,47,5000,235000,IDR,2022-10-22 08:26:36,Delivery,Surabaya,Branch,Ayu Ubaid,Isabell Inaya
Water Faucet,Wasser,Sanitary,Piece,22,75000,1650000,IDR,2023-03-21 09:46:38,Delivery,Denpasar,Branch,Asep Ubaid,Ilyas Jabar
Gresik 50 kg,Gresik,Cement,Sack,30,70000,2100000,IDR,2024-10-02 10:43:49,Delivery,Denpasar,Branch,Melania Jayawardana,Ibrahim Iman
Measuring Tape,Stanley,Tool,Piece,24,30000,720000,IDR,2021-10-20 15:00:51,Pickup,Tasikmalaya,Head Office,Hendra Tanuwijaya,Atyla Azfa
Floor Drain,Onda,Sanitary,Piece,5,50000,250000,IDR,2023-03-17 11:32:50,Delivery,Medan,Branch,Saiful Wijaya,Kayla Kiki Lena
Hoe,Camel,Tool,Piece,6,80000,480000,IDR,2022-08-23 12:34:59,Pickup,Surabaya,Branch,Kayla Jayawardana,Agus Cahyadi
Hand Saw,Tekiro,Tool,Piece,19,60000,1140000,IDR,2023-02-10 09:20:17,Pickup,Jakarta,Branch,Tono Tanuwijaya,Muhammad Fikru
Screwdriver Set,Tekiro,Tool,Set,5,40000,200000,IDR,2020-10-29 15:47:06,Delivery,Denpasar,Branch,Nina Jayawardana,Ilyas Jabar
Wooden Door,Unbranded,Door,Piece,21,500000,10500000,IDR,2023-11-01 08:07:55,Delivery,Jayapura,Branch,Ananda Wijaya,Latifa Laila
Asbestos Sheet,Djabesmen,Roof Covering,Meter,15,60000,900000,IDR,2021-05-20 09:55:47,Delivery,Jakarta,Branch,Agus Syaiban,Fiona Gianna
PVC Pipe,Wavin,Plumbing,Meter,28,15000,420000,IDR,2022-03-11 15:09:40,Pickup,Jayapura,Branch,Melania Syaiban,Latifa Laila
Spirit Level,Krisbow,Tool,Piece,26,65000,1690000,IDR,2023-07-27 09:07:24,Delivery,Jakarta,Branch,Ayu Shihab,Erinna Elsa Elizha
Wall Paint,Dulux,Paint,Can,22,120000,2640000,IDR,2023-11-25 16:23:21,Delivery,Jayapura,Branch,Aleena Ubaid,Marshanda Maharani
Gypsum Board,Jayaboard,Ceiling,Sheet,46,60000,2760000,IDR,2021-06-03 11:18:38,Pickup,Denpasar,Branch,Syifa Shihab,Permata Qaila
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,43,45000,1935000,IDR,2020-07-31 10:38:39,Pickup,Tasikmalaya,Head Office,Wawan Shihab,Ayu Putri Avicenna
Gresik 40 kg,Gresik,Cement,Sack,5,57000,285000,IDR,2023-02-15 13:15:36,Pickup,Surabaya,Branch,Ferry Jayawardana,Agus Cahyadi
Spirit Level,Krisbow,Tool,Piece,26,65000,1690000,IDR,2024-10-12 13:11:53,Pickup,Jayapura,Branch,Saiful Syaiban,Fauzi Ghaffar
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,35,90000,3150000,IDR,2023-11-16 12:10:05,Delivery,Bandung,Branch,Maya Thalib,Hera Harsha
Lightweight Brick (AAC Block),Hebel,Brick,Piece,10,10000,100000,IDR,2023-12-02 09:04:10,Pickup,Bandung,Branch,Ayu Shihab,Hera Harsha
Pliers,Tekiro,Tool,Piece,22,35000,770000,IDR,2023-03-08 08:12:31,Pickup,Tasikmalaya,Head Office,Nina Kusuma,Ayu Putri Avicenna
Tile Adhesive Mortar,AM,Mortar,Sack,10,60000,600000,IDR,2023-07-07 14:14:36,Pickup,Jayapura,Branch,Kayla Syaiban,Marshanda Maharani
Concrete Roof Tile,Monier,Roof Covering,Piece,39,3500,136500,IDR,2022-08-18 17:03:38,Delivery,Bandung,Branch,Tono Malaka,Hera Harsha
PVC Door,Maspion,Door,Piece,11,350000,3850000,IDR,2024-05-22 09:29:53,Pickup,Jayapura,Branch,Melania Ubaid,Faiz Fadlurrahman
Gresik 40 kg,Gresik,Cement,Sack,2,57000,114000,IDR,2020-12-03 13:19:57,Delivery,Jayapura,Branch,Budi Ubaid,Fauzi Ghaffar
Metal Roof Tile,Multi Roof,Roof Covering,Piece,24,5000,120000,IDR,2022-12-02 11:31:57,Delivery,Denpasar,Branch,Agus Ubaid,Nina Octavia
Shovel,Camel,Tool,Piece,33,75000,2475000,IDR,2024-11-04 12:15:18,Pickup,Tasikmalaya,Head Office,Erna Wijaya,Ayu Putri Avicenna
Gypsum Board,Jayaboard,Ceiling,Sheet,38,60000,2280000,IDR,2023-11-07 09:41:05,Pickup,Jayapura,Branch,Melania Ubaid,Faiz Fadlurrahman
Rebar 10mm,Gunung Steel,Steel,Meter,17,25000,425000,IDR,2022-01-10 14:52:57,Pickup,Jakarta,Branch,Agung Tanuwijaya,Fiona Gianna
Door Lock,Solid,Lock,Set,43,100000,4300000,IDR,2021-03-15 12:40:17,Delivery,Surabaya,Branch,Aleena Thalib,Zahra Jasmine
Power Outlet,Panasonic,Electrical,Piece,35,20000,700000,IDR,2024-12-07 15:57:51,Delivery,Jayapura,Branch,Tono Kusuma,Faiz Fadlurrahman
Wheelbarrow,Artco,Tool,Piece,6,450000,2700000,IDR,2021-04-19 10:48:03,Pickup,Denpasar,Branch,Hendra Tanuwijaya,Ilyas Jabar
Tile Grout,Sika,Mortar,Sack,42,45000,1890000,IDR,2022-07-02 13:49:57,Delivery,Denpasar,Branch,Ferry Ubaid,Permata Qaila
PVC Door,Maspion,Door,Piece,14,350000,4900000,IDR,2022-10-19 13:51:58,Delivery,Jayapura,Branch,Budi Tanuwijaya,Faiz Fadlurrahman
Timber Roof Frame,Unbranded,Roof Frame,Meter,49,30000,1470000,IDR,2022-05-03 17:32:21,Delivery,Jayapura,Branch,Wawan Kusuma,Fauzi Ghaffar
Water Tank,Penguin,Plumbing,Piece,14,1500000,21000000,IDR,2021-11-27 09:06:56,Pickup,Bandung,Branch,Tono Malaka,Asep Aziz
Concrete Roof Tile,Monier,Roof Covering,Piece,5,3500,17500,IDR,2022-01-19 16:50:51,Delivery,Denpasar,Branch,Tono Syaiban,Nina Octavia
Masonry Sand,Unbranded,Sand,Cubic Meter,15,250000,3750000,IDR,2023-04-07 13:09:35,Pickup,Medan,Branch,Aleena Thalib,Kezia Karen
GRC Board,KalsiBoard,Ceiling,Sheet,32,70000,2240000,IDR,2023-12-11 13:17:07,Pickup,Jayapura,Branch,Asep Jayawardana,Marshanda Maharani
Ceramic Tile,Roman,Tile,Box,41,75000,3075000,IDR,2021-01-28 10:08:25,Pickup,Surabaya,Branch,Wawan Thalib,Agus Cahyadi
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,47,76000,3572000,IDR,2024-04-15 10:22:43,Pickup,Bandung,Branch,Ferry Wijaya,Asep Aziz
Lamp Bulb,Philips,Electrical,Piece,6,15000,90000,IDR,2020-05-07 16:43:07,Delivery,Jakarta,Branch,Wawan Thalib,Ahmad Adam
Rebar 6mm,Krakatau Steel,Steel,Meter,18,15000,270000,IDR,2020-10-19 11:21:26,Delivery,Jakarta,Branch,Tono Thalib,Erinna Elsa Elizha
Skim Coat (Wall Putty),Drymix,Mortar,Sack,40,55000,2200000,IDR,2024-08-01 13:00:16,Pickup,Tasikmalaya,Head Office,Kayla Ubaid,Ayu Putri Avicenna
Door Hinge,Belleza,Lock Accessory,Pair,7,30000,210000,IDR,2023-06-19 14:33:47,Pickup,Denpasar,Branch,Ayu Shihab,Ibrahim Iman
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,1,76000,76000,IDR,2020-07-08 11:54:43,Delivery,Denpasar,Branch,Erna Wijaya,Permata Qaila
Squat Toilet,INA,Sanitary,Piece,28,300000,8400000,IDR,2020-02-29 16:38:44,Pickup,Jayapura,Branch,Asep Jayawardana,Faiz Fadlurrahman
Measuring Tape,Stanley,Tool,Piece,30,30000,900000,IDR,2022-01-03 11:39:06,Pickup,Medan,Branch,Erna Pahlevi,Kayla Kiki Lena
Power Outlet,Panasonic,Electrical,Piece,41,20000,820000,IDR,2024-12-20 17:45:02,Delivery,Surabaya,Branch,Aleena Pahlevi,Zahra Jasmine
Pliers,Tekiro,Tool,Piece,35,35000,1225000,IDR,2024-06-28 10:06:29,Pickup,Jakarta,Branch,Kayla Ubaid,Erinna Elsa Elizha
River Stone,Unbranded,Stone,Cubic Meter,25,330000,8250000,IDR,2023-03-04 13:57:32,Pickup,Jayapura,Branch,Ferry Thalib,Latifa Laila
Rebar 10mm,Gunung Steel,Steel,Meter,30,25000,750000,IDR,2020-08-17 14:11:48,Pickup,Jakarta,Branch,Maya Tanuwijaya,Ahmad Adam
Tile Adhesive Mortar,AM,Mortar,Sack,20,60000,1200000,IDR,2022-06-22 14:57:34,Pickup,Bandung,Branch,Ferry Malaka,Hera Harsha
Gresik 40 kg,Gresik,Cement,Sack,5,57000,285000,IDR,2024-09-21 08:09:36,Pickup,Medan,Branch,Agus Syaiban,Kezia Karen
Wall Paint,Dulux,Paint,Can,7,120000,840000,IDR,2024-02-01 14:57:52,Delivery,Bandung,Branch,Erna Jayawardana,Asep Aziz
Squat Toilet,INA,Sanitary,Piece,15,300000,4500000,IDR,2022-09-14 17:58:30,Delivery,Denpasar,Branch,Saiful Syaiban,Permata Qaila
Door Lock,Solid,Lock,Set,13,100000,1300000,IDR,2022-06-04 10:43:03,Pickup,Medan,Branch,Melania Pahlevi,Kayla Kiki Lena
River Stone,Unbranded,Stone,Cubic Meter,27,330000,8910000,IDR,2024-03-08 17:32:34,Delivery,Denpasar,Branch,Tono Jayawardana,Nina Octavia
Wall Paint,Dulux,Paint,Can,33,120000,3960000,IDR,2024-05-24 12:03:54,Delivery,Medan,Branch,Wawan Kusuma,Ehsan Aziz
PVC Pipe,Wavin,Plumbing,Meter,14,15000,210000,IDR,2021-06-23 08:29:43,Delivery,Surabaya,Branch,Maya Syaiban,Agus Cahyadi
Power Outlet,Panasonic,Electrical,Piece,47,20000,940000,IDR,2023-12-23 15:39:28,Delivery,Denpasar,Branch,Saiful Kusuma,Ibrahim Iman
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,6,76000,456000,IDR,2020-01-27 15:24:35,Pickup,Bandung,Branch,Tono Pahlevi,Asep Aziz
Plastering Float,Lippro,Tool,Piece,28,30000,840000,IDR,2024-08-19 09:20:49,Delivery,Surabaya,Branch,Nina Syaiban,Burhan Bakhtiar
Hand Saw,Tekiro,Tool,Piece,36,60000,2160000,IDR,2024-09-03 17:09:46,Delivery,Jakarta,Branch,Azahra Malaka,Fiona Gianna
Masonry Sand,Unbranded,Sand,Cubic Meter,23,250000,5750000,IDR,2022-07-27 13:04:02,Pickup,Jayapura,Branch,Ananda Ubaid,Faiz Fadlurrahman
Timber Roof Frame,Unbranded,Roof Frame,Meter,20,30000,600000,IDR,2023-03-04 17:53:41,Delivery,Medan,Branch,Azahra Kusuma,Ehsan Aziz
